name,domain,mx,grade,dmarc_policy,dmarc_pct,dmarc_reporting,spf_mode,dkim_found,note,spf,dmarc
Littleton,townoflittleton-nc.us,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 mx include:netblocks.dreamhost.com include:relay.mailchannels.net -all,
Locust,locustnc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Long View,longviewnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com ip4:74.254.113.126 ip4:74.254.123.10 -all,
Louisburg,townoflouisburg.org,True,MONITOR_ONLY,none,100,no,softfail (~all),default,,v=spf1 a: ip4:24.172.59.26/29 include:spf.smtp2go.com include:spf.securence.com include:townoflouisburg.org.spf.auto.dnssmarthost.net ~all,v=DMARC1; p=none; aspf=r; adkim=r;
Love Valley,lovevalley.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Lowell,lowellnc.com,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com include:amazonses.com -all,v=DMARC1;p=reject;rua=mailto:212b5cec78@rua.easydmarc.us;ruf=mailto:212b5cec78@ruf.easydmarc.us;fo=1;
Lucama,lucamanc.com,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 a mx include:websitewelcome.com ~all,
Lumberton,lumbertonnc.gov,True,MONITOR_ONLY,none,100,no,hardfail (-all),selector1,,v=spf1 a:spf.protection.outlook.com ip4:208.80.200.4/21 include:spf.protection.outlook.com -all,v=DMARC1; p=none;
Macclesfield,townofmacclesfieldnc.org,True,MONITOR_ONLY,none,100,no,softfail (~all),default,,v=spf1 +a +mx +ip4:35.209.133.150  include:townofmacclesfieldnc.org.spf.auto.dnssmarthost.net ~all,v=DMARC1; p=none; aspf=r; adkim=r;
Madison,townofmadison.org,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:dmarc@biznetplus.com; fo=1
Maggie Valley,maggievalleync.gov,True,ENFORCED_REJECT,reject,100,no,hardfail (-all),default,,v=spf1 +mx a:mail.maggievalleync.gov include:_spf.reply.zone include:_spf.adnsolutions.com include:_spf.sitedarthosting.com -all,v=DMARC1; p=reject;
Magnolia,magnolianc.us,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 +a +mx +ip4:209.212.158.122 +ip4:209.212.158.124 ~all,
Maiden,maidennc.com,False,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 ip4:198.1.126.208 a mx ~all,
Manteo,manteonc.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=none; rua=mailto:dmarc@manteonc.gov.com
Marion,marionnc.org,True,NO_DMARC,NONE,,,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,
Mars Hill,townofmarshill.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com ip4:72.250.244.67 -all,
Marshall,townofmarshall.org,True,NO_DMARC,NONE,,,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com ip4:72.250.244.67 -all,
Marshville,marshville.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Marvin,marvinnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com ip4:70.34.35.220/32 include:spf.securence.com -all,v=DMARC1; p=quarantine; rua=mailto:dmarc@marvinnc.gov
Matthews,matthewsnc.gov,True,NO_DMARC,NONE,,,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,
Maxton,ci.maxton.nc.us,True,PARTIAL,quarantine,25,no,hardfail (-all),default,policy quarantine applied to only 25% of mail,v=spf1 ip4:209.188.21.13 include:spf.antispamcloud.com include:outbound.mailhop.org include:antispamcloud.com -all,v=DMARC1;p=quarantine;sp=quarantine;adkim=r;aspf=r;pct=25;fo=0;rf=afrf;ri=86400;ruf=mailto:dmarc_reports@connectnc.com
Mayodan,townofmayodan.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a mx ptr include:secureserver.net -all,
Maysville,townofmaysville.org,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 mx include:netblocks.dreamhost.com include:relay.mailchannels.net ~all,v=DMARC1; p=none; rua=mailto:spam@townofmaysville.org;
McAdenville,townofmcadenville.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Mebane,cityofmebanenc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Mesic,mesictownof.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Micro,townofmicro.net,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Middlesex,townofmiddlesexnc.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),default,,v=spf1 include:cttechcorp.com mx a ~all,v=DMARC1;p=none;rua=mailto:postmaster@cttechcorp.com;fo=1
Midland,midlandnc.us,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.serverdata.net ~all,
Midway,midway-nc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Mills River,millsriver.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=none; rua=mailto:4fhdmcuz@ag.us.dmarcian.com;
Milton,townofmiltonnc.gov,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 ip4:162.241.225.129 a mx include:websitewelcome.com ~all,
Mineral Springs,mineralspringsnc.com,True,NO_DMARC,NONE,,,neutral (?all),dkim,,v=spf1 ip4:66.96.128.0/18 include:websitewelcome.com ?all,
Mint Hill,minthill.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Misenheimer,villageofmisenheimernc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Mocksville,mocksvillenc.gov,True,MONITOR_ONLY,none,100,yes,hardfail (-all),selector2,,v=spf1 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com -all,"v=DMARC1; p=none; fo=1; rua=mailto:postmaster@daviecountync.gov,mailto:rua+mocksvillenc.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+mocksvillenc.gov@dmarc.barracudanetworks.com"
Monroe,monroenc.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),none of common selectors,,v=spf1 include:spf-00949c01.pphosted.com mx a:nospam.monroenc.org ip4:4.7.61.144 include:42767907.spf03.hubspotemail.net -all,v=DMARC1; p=quarantine; rua=mailto:dmarcreport@monroenc.org; ruf=mailto:dmarcreport@monroenc.org; fo=1
Montreat,townofmontreat.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Mooresboro,townofmooresboro.org,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 a mx include:websitewelcome.com ~all,
Mooresville,mooresvillenc.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,mandrill",,v=spf1 include:us._netblocks.mimecast.com include:spf-us.emailsignatures365.com include:spf.mandrillapp.com include:dynixasp.com ~all,v=DMARC1; p=none; rua=mailto:dmarcreports@mooresvillenc.gov
Morehead City,moreheadcitync.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),"s1,s2",,v=spf1 include:_spf_useast2.prod.hydra.sophos.com include:spf.protection.outlook.com include:mailgun.org include:spf.zohomail360.com ~all,"v=DMARC1; p=none; rua=mailto:9f335c52b2bb4a098c48b7528b31125e@dmarc-reports.cloudflare.net,mailto:postmaster@moreheadcitync.gov; ruf=mailto:postmaster@moreheadcitync.gov; fo=1"
Morganton,morgantonnc.gov,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),none of common selectors,,v=spf1 ip4:38.99.86.62 ip4:38.99.86.63 ip4:192.230.178.130 include:secureserver.net include:spf.protection.outlook.com include:spf.upstreamsecurity.net -all,v=DMARC1; p=reject; sp=reject; rua=mailto:nhto5vauj8@rua.director.tangent.com; ruf=mailto:nhto5vauj8@ruf.director.tangent.com; fo=1; t=n;
Morrisville,morrisvillenc.gov,True,ENFORCED_QUARANTINE,quarantine,100,no,softfail (~all),selector1,,v=spf1 include:secureserver.net include:townofmorrisville.info include:spf.protection.outlook.com include:amazonses.com ~all,v=DMARC1;p=quarantine;sp=quarantine;pct=100;ri=86400;aspf=s;adkim=s;fo=1
Morven,townofmorven.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,
Mount Airy,mountairy.org,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),none of common selectors,,v=spf1 mx a a:webmail.mountairy.org  include:spf.ess.barracudanetworks.com -all,v=DMARC1; p=reject; rua=mailto:rportis@mountairy.org
Mount Gilead,mtgileadnc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 ip4:198.1.126.208 include:spf.protection.outlook.com -all,
Mount Holly,mtholly.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=quarantine; rua=mailto:dmarc@mtholly.us; pct=100
Mount Olive,townofmountolivenc.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Mount Pleasant,mtpleasantnc.gov,True,MONITOR_ONLY,none,100,no,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=none;
Murfreesboro,townofmurfreesboro.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Murphy,townofmurphync.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a:dispatch-us.ppe-hosted.com include:secureserver.net -all,
Nags Head,townofnagshead.net,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Nashville,townofnashvillenc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:_spf-us.ppe-hosted.com include:spf.protection.outlook.com include:spf-us.appmail.granicusgovaccess.net -all,v=DMARC1; p=quarantine; rua=mailto:chris.stuart@vc3.com; ruf=mailto:chris.stuart@vc3.com; fo=1
Navassa,townofnavassa.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
New Bern,newbernnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 ip4:198.86.54.2 include:spf.protection.outlook.com include:turbo-smtp.com -all,v=DMARC1; p=quarantine; rua=mailto:rua@newbernnc.gov; ruf=mailto:it@newbernnc.gov
New London,newlondonnc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Newland,townofnewland.org,True,NO_DMARC,NONE,,,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com -all,
Newport,newportnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com ip4:66.57.33.162 ip4:96.10.234.82 ip4:96.10.116.194 -all,
Newton,newtonnc.gov,True,MONITOR_ONLY,none,100,yes,hardfail (-all),none of common selectors,,v=spf1 ip4:74.254.123.10  include:spf.ess.barracudanetworks.com include:spf.protection.outlook.com -all,v=DMARC1; p=none; fo=1; rua=mailto:rua+newtonnc.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+newtonnc.gov@dmarc.barracudanetworks.com
Newton Grove,newtongrove.net,True,MONITOR_ONLY,none,100,no,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=none; sp=none; rf=afrf; pct=100; ri=86400
Norlina,norlinanc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
North Topsail Beach,northtopsailbeachnc.gov,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com ip4:69.71.62.18 ip4:3.145.232.16 ip4:3.145.232.17 ip4:207.48.116.22 ip4:67.145.134.142 ip4:68.115.235.90 -all,"v=DMARC1; p=reject; sp=reject; adkim=r; aspf=r; pct=100; fo=1; ri=86400; rua=mailto:1a26beb21eb74170a7e46ab70773b997@dmarc-reports.cloudflare.net,mailto:reports@dmarc.cyber.dhs.gov,mailto:rua+northtopsailbeachnc.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+northtopsailbeachnc.gov@dmarc.barracudanetworks.com"
North Wilkesboro,northwilkesboronc.gov,True,MONITOR_ONLY,none,100,no,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=none;
Northwest,cityofnorthwest.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Norwood,norwoodgov.com,True,NO_DMARC,NONE,,,softfail (~all),"google,selector1,selector2",,v=spf1 include:_spf.google.com include:spf.protection.outlook.com include:_spf-us.ppe-hosted.com ~all,
Oak Island,oakislandnc.gov,True,MONITOR_ONLY,none,100,no,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com include:amazonses.com include:spf-us.appmail.granicusgovaccess.net -all,v=DMARC1; p=none;
Oak Ridge,oakridgenc.com,True,MONITOR_ONLY,none,100,no,softfail (~all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com ~all,v=DMARC1; p=none; sp=none; fo=1;
Oakboro,oakboro.gov,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 a mx include:websitewelcome.com ~all,
Ocean Isle Beach,oibgov.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:outlook.com ~all,
Old Fort,townofoldfort.org,False,MONITOR_ONLY,none,100,no,softfail (~all),none of common selectors,,v=spf1 include:_spf.wpcloud.com ~all,v=DMARC1;p=none;
Oriental,townoforiental.com,True,NO_DMARC,NONE,,,neutral (?all),none of common selectors,,v=spf1 a mx ptr include:bluehost.com ?all,
Ossipee,townofossipeenc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Oxford,oxfordnc.org,True,MONITOR_ONLY,none,100,no,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:authsmtp.com include:_spf-us.echoworx.com -all,v=DMARC1; p=none;
Parkton,townofparkton.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a:dispatch-us.ppe-hosted.com include:secureserver.net -all,
Parmele,parmelenc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Patterson Springs,pattersonspringsnc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Peachland,townofpeachland.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Pembroke,pembrokenc.gov,True,PARTIAL,quarantine,25,yes,hardfail (-all),selector1,policy quarantine applied to only 25% of mail,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1;p=quarantine;sp=quarantine;pct=25;rua=mailto:dmarcreporting@pembrokenc.gov;ruf=mailto:dmarcreporting@pembrokenc.gov;ri=86400;fo=1;
Pikeville,pikevillenc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Pilot Mountain,pilotmountainnc.org,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),selector2,,v=spf1 include:spf.protection.outlook.com ip4:64.28.222.128 include:_spf.teamaha.com -all,v=DMARC1; p=quarantine;
Pine Knoll Shores,townofpks.com,True,ENFORCED_QUARANTINE,quarantine,100,yes,no all mechanism,selector1,,v=spf1 include:spfa.cpmails.com redirect=_sdwig6p78.sdmarc.net,v=DMARC1; p=quarantine; fo=1; rua=mailto:a.dwig6p78@sdmarc.net; ruf=mailto:f.dwig6p78@sdmarc.net; adkim=r; aspf=r
Pine Level,pinelevel.org,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 ip4:146.20.161.121 ip4:47.43.18.12 include:_spf.google.com include:emailsrvr.com ~all,v=DMARC1; p=none; rua=mailto:82b2c93d@mxtoolbox.dmarc-report.com; ruf=mailto:82b2c93d@forensics.dmarc-report.com; rf=afrf; sp=none; pct=100; ri=86400
Pinebluff,townofpinebluffnc.org,True,MONITOR_ONLY,none,100,no,softfail (~all),"selector1,selector2",,v=spf1 include:_spf-usg2.ppe-hosted.com include:secureserver.net ~all,v=DMARC1; p=none;
Pinehurst,vopnc.org,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),selector1,,v=spf1 ip4:70.63.178.165 ip4:24.106.191.34 include:spf.protection.outlook.com  include:amazonses.com include:spf.ess.barracudanetworks.com ~all,v=DMARC1; p=reject; fo=1; rua=mailto:rua+vopnc.org@dmarc.barracudanetworks.com; ruf=mailto:ruf+vopnc.org@dmarc.barracudanetworks.com
Pinetops,pinetopsnc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com -all,
Pineville,pinevillenc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),selector1,,v=spf1 mx ip4:52.200.175.180 ip4:52.201.155.253 ip4:52.203.127.237 include:emailsrvr.com include:spf.protection.outlook.com ~all,v=DMARC1; p=quarantine; rua=mailto:c20b94f76fa2450b8f1d5ed0659a6d9c@dmarc-reports.cloudflare.net
Pink Hill,townofpinkhill.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com -all,
Pittsboro,pittsboronc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Pleasant Garden,pleasantgarden.net,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Plymouth,visitplymouthnc.com,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,dkim",,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; rua=mailto:364697f5@mxtoolbox.dmarc-report.com; ruf=mailto:364697f5@forensics.dmarc-report.com; fo=1
Polkton,townofpolkton.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Polkville,polkvillenc.gov,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.protection.outlook.com ~all,
Pollocksville,townofpollocksville.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Princeton,myprincetonnc.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:emailsrvr.com ~all,v=DMARC1;p=none;rua=mailto:gnarron@goorooinc.com;ruf=mailto:gnarron@goorooinc.com;
Princeville,townofprinceville.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,selector2",,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,"v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email,mailto:9xj5l7qp@ag.dmarcian.com"
Raeford,raefordnc.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Raleigh,raleighnc.gov,True,ENFORCED_REJECT,reject,100,yes,no all mechanism,"selector1,selector2,s1,s2",,v=spf1 redirect=8y68t778._spf._d.mim.ec,"v=DMARC1; p=reject; rua=mailto:234ba5d3d05b4c1bb9c8e529cd119767@dmarc-reports.cloudflare.net,mailto:38686c8f30c1629@rep.dmarcanalyzer.com; ruf=mailto:38686c8f30c1629@for.dmarcanalyzer.com; fo=1; aspf=r; adkim=r; sp=none;"
Ramseur,townoframseur.org,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 ip4:66.37.69.0/24 ip4:155.138.217.231 ip4:155.138.213.18 ip4:203.161.41.203 ip4:70.32.105.45 +a +mx ~all,
Randleman,cityofrandleman.com,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),selector1,,v=spf1 ip4:72.11.46.34 ip4:72.11.46.35 include:spf.protection.outlook.com include:smtp2go.com -all,v=DMARC1; p=quarantine;
Ranlo,ranlo.org,True,MONITOR_ONLY,none,100,no,softfail (~all),default,,v=spf1 +a +mx +ip4:67.222.28.34 ~all,v=DMARC1; p=none;
Red Cross,townofredcross.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:secureserver.net -all,
Red Oak,townofredoaknc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Red Springs,redsprings.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Reidsville,reidsvillenc.gov,True,NO_DMARC,NONE,,,hardfail (-all),k1,,v=spf1 mx a a:mail.reidsvillenc.gov a:mail2.reidsvillenc.gov a:mail.reidsville.nc.us a:mail2.ci.reidsville.nc.us include:spf.ess.barracudanetworks.com include:spf.protection.outlook.com include:_spf.psm.knowbe4.com -all,
Rhodhiss,townofrhodhissnc.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:dc-aa8e722993._spfm.townofrhodhissnc.com ~all,
Rich Square,richsquarenc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 mx a ip4:69.16.238.125 -all,
Richfield,richfieldnc.gov,True,MONITOR_ONLY,none,100,no,softfail (~all),none of common selectors,,v=spf1 include:_spf.mail.hostinger.com ~all,v=DMARC1; p=none
Richlands,richlandsnc.gov,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"selector1,selector2,default",,v=spf1 ip4:174.142.202.148 include:_spf.prod.hydra.sophos.com include:170.249.213.194 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:abuse@richlandsnc.gov; ruf=mailto:abuse@richlandsnc.gov; sp=reject; adkim=s; aspf=s; pct=100; fo=1;
River Bend,riverbendnc.org,True,MONITOR_ONLY,none,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 ip4:208.180.16.106 include:riverbendnc-org.email.web.vc3.com include:_spf.getresponse.com include:spf.protection.outlook.com -all,v=DMARC1; p=none; pct=100; rua=mailto:re+ux9mehg3iqa@dmarc.postmarkapp.com; sp=none; aspf=r;
Roanoke Rapids,roanokerapidsnc.gov,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),selector1,,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:sendersrv.com ~all,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email
Robbins,townofrobbins.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:townofrobbins-com.spf.smtp25.com -all,
Robbinsville,townofrobbinsville.com,True,NO_DMARC,NONE,,,MULTIPLE (invalid),selector1,,v=spf1 ip4:63.142.131.162 include:spf.protection.outlook.com ~all,
Robersonville,robersonville.org,False,ENFORCED_REJECT,reject,100,yes,NONE,none of common selectors,,,v=DMARC1; p=reject; adkim=r; aspf=r; rua=mailto:dmarc_rua@onsecureserver.net;
Rockingham,gorockingham.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spfc25.carrierzone.com ~all,
Rockwell,rockwellnc.gov,True,MONITOR_ONLY,none,100,no,MULTIPLE (invalid),none of common selectors,,v=spf1 include:spf.protection.outlook.com ~all,v=DMARC1;p=none;
Rocky Mount,rockymountnc.gov,True,MONITOR_ONLY,none,100,yes,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=none; pct=100; rua=mailto:rua@rockymountnc.gov
Rolesville,rolesvillenc.gov,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),selector1,,v=spf1 ip4:64.98.88.3 ip4:64.98.88.4 ip4:64.98.84.178 ip4:64.98.84.198 include:spf.protection.outlook.com include:rolesvillenc-gov.email.web.vc3.com -all,v=DMARC1; p=reject; rua=mailto:DmarcMonitor@rolesvillenc.gov
Ronda,townofronda.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Roper,townofroper.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Rose Hill,townofrosehillnc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Roseboro,roseboronc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Rosman,townofrosman.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Rowland,townofrowlandnc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Roxboro,cityofroxboro.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a mx include:spf.protection.outlook.com -all,
Rural Hall,ruralhall.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 ip4:54.240.8.1/24 ip4:24.172.25.126 include:spf.protection.outlook.com -all,
Ruth,townofruthnc.gov,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:emailsrvr.com ~all,
Rutherford College,rutherfordcollegenc.us,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),selector1,,v=spf1 include:spf.protection.outlook.com ~all,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email
Rutherfordton,rutherfordton.net,True,MONITOR_ONLY,none,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:_spf.mlsend.com  include:spf.protection.outlook.com -all,v=DMARC1; p=none; rua=mailto:andrew@espllcs.com; ruf=mailto:andrew@espllcs.com
Salemburg,salemburg-nc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Salisbury,salisburync.gov,True,MONITOR_ONLY,none,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 a:email.salisburync.gov include:spf.protection.outlook.com ip4:64.53.99.60 -all,v=DMARC1; p=none; pct=100; rua=mailto:re+gzjgjy3tln4@dmarc.postmarkapp.com; ruf=mailto:webmaster@salisburync.gov; sp=none; aspf=r;
Saluda,cityofsaludanc.com,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 a mx ip4:174.136.57.14 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com ~all,
Sandy Creek,townofsandycreek.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 include:spf.em.secureserver.net include:dc-aa8e722993._spfm.townofsandycreek.com ~all,v=DMARC1; p=none; rua=mailto:dmarc_rua@onsecureserver.net
Sandyfield,townofsandyfield.org,True,NO_DMARC,NONE,,,neutral (?all),none of common selectors,,v=spf1 ip4:66.96.128.0/18 include:websitewelcome.com ?all,
Sanford,sanfordnc.net,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 ip4:162.39.82.12 -all,
Saratoga,townofsaratoganc.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Sawmills,townofsawmills.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:sparkpostmail.com include:emailsrvr.com -all,
